YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,6,29,1,UA,692,N416UA,ORD,LGA,1800,1811.0,11.0,44.0,1855.0,140.0,151.0,99.0,733,2134.0,8.0,2120,2142.0,22.0,0,0,,11.0,0.0,11.0,0.0,0.0
2015,10,9,5,WN,1898,N653SW,12889,14107,655,652.0,-3.0,12.0,704.0,65.0,61.0,43.0,255,747.0,6.0,800,753.0,-7.0,0,0,,,,,,
2015,8,4,2,EV,6017,N14920,PIA,ORD,515,507.0,-8.0,9.0,516.0,57.0,46.0,31.0,130,547.0,6.0,612,553.0,-19.0,0,0,,,,,,
2015,10,13,2,MQ,3191,N542MQ,13851,13930,1547,1615.0,28.0,14.0,1629.0,123.0,120.0,91.0,693,1800.0,15.0,1750,1815.0,25.0,0,0,,0.0,0.0,3.0,22.0,0.0
2015,3,19,4,AA,2237,N3GMAA,DCA,DFW,1900,1902.0,2.0,12.0,1914.0,214.0,203.0,180.0,1192,2114.0,11.0,2134,2125.0,-9.0,0,0,,,,,,
2015,7,11,6,AA,240,N3LGAA,LAX,DCA,745,737.0,-8.0,13.0,750.0,314.0,281.0,264.0,2311,1514.0,4.0,1559,1518.0,-41.0,0,0,,,,,,
2015,4,3,5,HA,334,N479HA,HNL,OGG,1454,1453.0,-1.0,16.0,1509.0,39.0,44.0,21.0,100,1530.0,7.0,1533,1537.0,4.0,0,0,,,,,,
2015,10,10,6,AA,1955,N155UW,14100,15304,1545,1610.0,25.0,31.0,1641.0,156.0,169.0,133.0,920,1854.0,5.0,1821,1859.0,38.0,0,0,,13.0,0.0,7.0,18.0,0.0
2015,10,17,6,DL,1159,N949AT,10397,10792,1325,1324.0,-1.0,8.0,1332.0,119.0,103.0,91.0,712,1503.0,4.0,1524,1507.0,-17.0,0,0,,,,,,
2015,8,9,7,UA,1160,N27722,EWR,ORD,1800,1800.0,0.0,21.0,1821.0,158.0,138.0,109.0,719,1910.0,8.0,1938,1918.0,-20.0,0,0,,,,,,
2015,6,18,4,MQ,3625,N688MQ,GSO,DFW,1911,1900.0,-11.0,13.0,1913.0,179.0,176.0,146.0,999,2039.0,17.0,2110,2056.0,-14.0,0,0,,,,,,
2015,11,10,2,OO,6280,N794SK,SFO,SBA,840,830.0,-10.0,17.0,847.0,78.0,61.0,40.0,262,927.0,4.0,958,931.0,-27.0,0,0,,,,,,
2015,5,16,6,AA,192,N3MAAA,LAX,BOS,2140,2137.0,-3.0,11.0,2148.0,334.0,337.0,315.0,2611,603.0,11.0,614,614.0,0.0,0,0,,,,,,
2015,1,15,4,US,477,N913US,PHX,IAH,1950,1941.0,-9.0,16.0,1957.0,151.0,135.0,112.0,1009,2249.0,7.0,2321,2256.0,-25.0,0,0,,,,,,
2015,6,13,6,F9,796,N228FR,PDX,DEN,600,611.0,11.0,8.0,619.0,149.0,138.0,123.0,991,922.0,7.0,929,929.0,0.0,0,0,,,,,,
2015,5,31,7,WN,356,N8604K,MDW,MHT,2120,2151.0,31.0,10.0,2201.0,130.0,113.0,97.0,838,38.0,6.0,30,44.0,14.0,0,0,,,,,,
2015,2,5,4,HA,143,N478HA,HNL,LIH,1058,1050.0,-8.0,19.0,1109.0,38.0,47.0,23.0,102,1132.0,5.0,1136,1137.0,1.0,0,0,,,,,,
2015,9,7,1,B6,1252,N509JB,RSW,HPN,1107,1106.0,-1.0,9.0,1115.0,172.0,165.0,153.0,1102,1348.0,3.0,1359,1351.0,-8.0,0,0,,,,,,
2015,11,5,4,AA,1921,N724UW,ROC,CLT,1655,1649.0,-6.0,8.0,1657.0,134.0,110.0,85.0,573,1822.0,17.0,1909,1839.0,-30.0,0,0,,,,,,
2015,11,3,2,UA,1463,N37420,ORD,FLL,1353,1352.0,-1.0,22.0,1414.0,187.0,188.0,155.0,1182,1749.0,11.0,1800,1800.0,0.0,0,0,,,,,,
2015,7,26,7,WN,2700,N789SW,BUR,SJC,2110,2123.0,13.0,7.0,2130.0,65.0,60.0,50.0,296,2220.0,3.0,2215,2223.0,8.0,0,0,,,,,,
2015,11,12,4,NK,683,N604NK,DTW,RSW,1534,1539.0,5.0,19.0,1558.0,168.0,166.0,144.0,1084,1822.0,3.0,1822,1825.0,3.0,0,0,,,,,,
2015,12,8,2,WN,17,N220WN,ATL,DAL,910,909.0,-1.0,18.0,927.0,140.0,128.0,105.0,721,1012.0,5.0,1030,1017.0,-13.0,0,0,,,,,,
2015,9,8,2,UA,1230,N14228,ORD,MCO,1045,1044.0,-1.0,16.0,1100.0,161.0,150.0,129.0,1005,1409.0,5.0,1426,1414.0,-12.0,0,0,,,,,,
2015,3,19,4,AA,295,N7AUAA,MIA,LAX,930,930.0,0.0,17.0,947.0,361.0,348.0,304.0,2342,1151.0,27.0,1231,1218.0,-13.0,0,0,,,,,,
2015,10,8,4,WN,581,N7728D,10693,12892,855,851.0,-4.0,12.0,903.0,275.0,251.0,226.0,1797,1049.0,13.0,1130,1102.0,-28.0,0,0,,,,,,
2015,1,24,6,AA,1436,N3DHAA,TPA,MIA,735,735.0,0.0,19.0,754.0,60.0,71.0,47.0,204,841.0,5.0,835,846.0,11.0,0,0,,,,,,
2015,6,25,4,DL,1222,N962DN,BWI,ATL,700,700.0,0.0,20.0,720.0,110.0,109.0,81.0,577,841.0,8.0,850,849.0,-1.0,0,0,,,,,,
2015,3,7,6,OO,4661,N822SK,OAK,SLC,1640,1630.0,-10.0,13.0,1643.0,96.0,104.0,83.0,588,1906.0,8.0,1916,1914.0,-2.0,0,0,,,,,,
2015,8,12,3,OO,6397,N912SW,ORD,OMA,1743,1741.0,-2.0,19.0,1800.0,93.0,85.0,63.0,416,1903.0,3.0,1916,1906.0,-10.0,0,0,,,,,,
2015,9,11,5,UA,1296,N68817,LAS,LAX,602,559.0,-3.0,14.0,613.0,78.0,60.0,39.0,236,652.0,7.0,720,659.0,-21.0,0,0,,,,,,
2015,4,21,2,DL,965,N329NW,SLC,MSP,830,824.0,-6.0,17.0,841.0,149.0,152.0,129.0,991,1150.0,6.0,1159,1156.0,-3.0,0,0,,,,,,
2015,4,6,1,DL,1901,N946DL,BOS,ATL,1215,1210.0,-5.0,29.0,1239.0,175.0,181.0,144.0,946,1503.0,8.0,1510,1511.0,1.0,0,0,,,,,,
2015,1,8,4,EV,2525,N901EV,CRP,DFW,1946,2051.0,65.0,7.0,2058.0,79.0,70.0,54.0,354,2152.0,9.0,2105,2201.0,56.0,0,0,,0.0,0.0,0.0,56.0,0.0
2015,12,27,7,OO,5178,N703SK,IAH,DFW,815,831.0,16.0,27.0,858.0,78.0,113.0,78.0,224,1016.0,8.0,933,1024.0,51.0,0,0,,35.0,0.0,16.0,0.0,0.0
2015,3,1,7,US,1739,N949UW,PHL,ATL,750,749.0,-1.0,20.0,809.0,153.0,150.0,116.0,666,1005.0,14.0,1023,1019.0,-4.0,0,0,,,,,,
2015,11,6,5,OO,5204,N705SK,DEN,LNK,955,953.0,-2.0,22.0,1015.0,80.0,81.0,55.0,423,1210.0,4.0,1215,1214.0,-1.0,0,0,,,,,,
2015,12,29,2,AA,1640,N030AA,EGE,ORD,1440,1436.0,-4.0,9.0,1445.0,165.0,155.0,130.0,1007,1755.0,16.0,1825,1811.0,-14.0,0,0,,,,,,
2015,8,12,3,WN,1217,N260WN,SMF,SAN,2205,2200.0,-5.0,9.0,2209.0,85.0,86.0,74.0,480,2323.0,3.0,2330,2326.0,-4.0,0,0,,,,,,
2015,4,8,3,DL,1964,N944DN,JAX,ATL,1830,1832.0,2.0,9.0,1841.0,89.0,69.0,46.0,270,1927.0,14.0,1959,1941.0,-18.0,0,0,,,,,,
2015,8,21,5,WN,1653,N620SW,LAS,MAF,1635,1907.0,152.0,14.0,1921.0,125.0,119.0,102.0,795,2303.0,3.0,2040,2306.0,146.0,0,0,,0.0,0.0,143.0,3.0,0.0
2015,5,26,2,US,1792,N741UW,FLL,PHL,600,559.0,-1.0,14.0,613.0,163.0,168.0,150.0,992,843.0,4.0,843,847.0,4.0,0,0,,,,,,
2015,6,13,6,EV,4433,N11140,PIA,IAH,600,648.0,48.0,12.0,700.0,144.0,148.0,121.0,802,901.0,15.0,824,916.0,52.0,0,0,,4.0,0.0,48.0,0.0,0.0
2015,12,26,6,OO,5561,N983SW,DEN,FAR,1000,1003.0,3.0,17.0,1020.0,124.0,102.0,80.0,627,1240.0,5.0,1304,1245.0,-19.0,0,0,,,,,,
2015,6,5,5,EV,4678,N15980,EWR,MSP,1711,1831.0,80.0,36.0,1907.0,195.0,193.0,151.0,1008,2038.0,6.0,1926,2044.0,78.0,0,0,,0.0,0.0,78.0,0.0,0.0
2015,9,20,7,B6,918,N334JB,JFK,BOS,1529,1526.0,-3.0,36.0,1602.0,82.0,78.0,36.0,187,1638.0,6.0,1651,1644.0,-7.0,0,0,,,,,,
2015,4,8,3,UA,1242,N73299,EWR,SFO,1800,1905.0,65.0,18.0,1923.0,412.0,395.0,359.0,2565,2222.0,18.0,2152,2240.0,48.0,0,0,,0.0,0.0,48.0,0.0,0.0
2015,11,20,5,EV,2768,N685AE,DFW,ACT,2200,2212.0,12.0,13.0,2225.0,44.0,34.0,18.0,89,2243.0,3.0,2244,2246.0,2.0,0,0,,,,,,
2015,12,26,6,UA,1788,N472UA,ORD,SNA,1935,2001.0,26.0,16.0,2017.0,271.0,245.0,227.0,1726,2204.0,2.0,2206,2206.0,0.0,0,0,,,,,,
2015,5,28,4,EV,4986,N607LR,ATL,HPN,2045,2210.0,85.0,13.0,2223.0,132.0,117.0,101.0,780,4.0,3.0,2257,7.0,70.0,0,0,,0.0,0.0,0.0,70.0,0.0
2015,3,30,1,WN,2944,N7716A,BOS,BWI,1045,1045.0,0.0,9.0,1054.0,95.0,82.0,69.0,369,1203.0,4.0,1220,1207.0,-13.0,0,0,,,,,,
2015,6,4,4,DL,1512,N329NW,MSP,MKE,1018,1015.0,-3.0,17.0,1032.0,74.0,67.0,46.0,297,1118.0,4.0,1132,1122.0,-10.0,0,0,,,,,,
2015,8,19,3,EV,5019,N614QX,RST,MSP,1551,1544.0,-7.0,48.0,1632.0,46.0,79.0,27.0,76,1659.0,4.0,1637,1703.0,26.0,0,0,,26.0,0.0,0.0,0.0,0.0
2015,12,17,4,AA,1414,N564AA,AUS,DFW,1248,1243.0,-5.0,15.0,1258.0,67.0,54.0,34.0,190,1332.0,5.0,1355,1337.0,-18.0,0,0,,,,,,
2015,11,1,7,NK,777,N611NK,FLL,LAS,2005,2003.0,-2.0,17.0,2020.0,305.0,297.0,276.0,2173,2156.0,4.0,2210,2200.0,-10.0,0,0,,,,,,
2015,4,14,2,WN,3860,N378SW,PHX,SFO,2110,2116.0,6.0,9.0,2125.0,120.0,122.0,107.0,651,2312.0,6.0,2310,2318.0,8.0,0,0,,,,,,
2015,3,23,1,B6,1204,N526JB,SJU,JFK,59,51.0,-8.0,16.0,107.0,235.0,271.0,247.0,1598,514.0,8.0,454,522.0,28.0,0,0,,28.0,0.0,0.0,0.0,0.0
2015,1,11,7,MQ,3574,N693MQ,MIA,CMH,929,926.0,-3.0,19.0,945.0,164.0,164.0,139.0,990,1204.0,6.0,1213,1210.0,-3.0,0,0,,,,,,
2015,6,28,7,DL,1104,N143DA,HNL,SLC,2100,2056.0,-4.0,20.0,2116.0,366.0,357.0,332.0,2994,648.0,5.0,706,653.0,-13.0,0,0,,,,,,
2015,12,20,7,EV,2844,N904EV,CAE,DFW,757,753.0,-4.0,13.0,806.0,178.0,183.0,158.0,922,944.0,12.0,955,956.0,1.0,0,0,,,,,,
2015,6,12,5,WN,1347,N622SW,CMH,BWI,1415,1412.0,-3.0,8.0,1420.0,70.0,70.0,57.0,337,1517.0,5.0,1525,1522.0,-3.0,0,0,,,,,,
2015,6,1,1,AA,1666,N473AA,ORD,MSP,2210,22.0,132.0,14.0,36.0,92.0,75.0,56.0,334,132.0,5.0,2342,137.0,115.0,0,0,,0.0,0.0,37.0,78.0,0.0
2015,11,27,5,EV,5253,N232PQ,ATL,PHF,2109,2103.0,-6.0,10.0,2113.0,96.0,80.0,66.0,508,2219.0,4.0,2245,2223.0,-22.0,0,0,,,,,,
2015,3,16,1,UA,1031,N30401,IAH,LAS,1744,1741.0,-3.0,27.0,1808.0,204.0,200.0,162.0,1222,1850.0,11.0,1908,1901.0,-7.0,0,0,,,,,,
2015,2,1,7,F9,1296,N923FR,LAS,CVG,2320,2318.0,-2.0,12.0,2330.0,215.0,212.0,193.0,1678,543.0,7.0,555,550.0,-5.0,0,0,,,,,,
2015,7,28,2,AA,1606,N3HBAA,DFW,RDU,2005,2046.0,41.0,15.0,2101.0,167.0,154.0,134.0,1061,15.0,5.0,2352,20.0,28.0,0,0,,0.0,0.0,0.0,28.0,0.0
2015,12,19,6,OO,2946,N652BR,LAX,SAN,1025,1019.0,-6.0,17.0,1036.0,53.0,48.0,28.0,109,1104.0,3.0,1118,1107.0,-11.0,0,0,,,,,,
2015,6,10,3,OO,5157,N752SK,IAH,TUS,2110,2111.0,1.0,42.0,2153.0,148.0,166.0,121.0,936,2154.0,3.0,2138,2157.0,19.0,0,0,,18.0,0.0,1.0,0.0,0.0
2015,12,29,2,DL,1471,N3750D,SLC,JFK,1345,1341.0,-4.0,43.0,1424.0,268.0,270.0,219.0,1990,2003.0,8.0,2013,2011.0,-2.0,0,0,,,,,,
2015,1,29,4,WN,44,N948WN,DAL,ABQ,1830,1835.0,5.0,6.0,1841.0,110.0,104.0,92.0,580,1913.0,6.0,1920,1919.0,-1.0,0,0,,,,,,
2015,7,28,2,DL,1189,N385DN,BWI,SLC,1650,1652.0,2.0,14.0,1706.0,274.0,266.0,245.0,1865,1911.0,7.0,1924,1918.0,-6.0,0,0,,,,,,
2015,10,29,4,WN,428,N622SW,10821,12451,2015,2014.0,-1.0,18.0,2032.0,120.0,125.0,102.0,663,2214.0,5.0,2215,2219.0,4.0,0,0,,,,,,
2015,4,3,5,OO,4573,N679CA,SLC,FAR,2000,1955.0,-5.0,16.0,2011.0,139.0,120.0,100.0,866,2251.0,4.0,2319,2255.0,-24.0,0,0,,,,,,
2015,10,1,4,B6,272,N763JB,11697,12953,600,550.0,-10.0,15.0,605.0,163.0,161.0,137.0,1076,822.0,9.0,843,831.0,-12.0,0,0,,,,,,
2015,6,4,4,WN,1883,N239WN,EWR,MDW,1210,1204.0,-6.0,10.0,1214.0,135.0,114.0,99.0,711,1253.0,5.0,1325,1258.0,-27.0,0,0,,,,,,
2015,9,4,5,WN,1037,N225WN,MDW,CLE,600,557.0,-3.0,8.0,605.0,65.0,64.0,51.0,307,756.0,5.0,805,801.0,-4.0,0,0,,,,,,
2015,2,24,2,DL,1390,N893AT,ATL,AVL,1252,1520.0,148.0,32.0,1552.0,53.0,70.0,35.0,164,1627.0,3.0,1345,1630.0,165.0,0,0,,17.0,0.0,0.0,136.0,12.0
2015,9,23,3,OO,4711,N442SW,DTW,ATW,1012,1007.0,-5.0,20.0,1027.0,80.0,79.0,53.0,296,1020.0,6.0,1032,1026.0,-6.0,0,0,,,,,,
2015,7,6,1,UA,356,N407UA,EWR,FLL,2045,2039.0,-6.0,15.0,2054.0,186.0,164.0,146.0,1065,2320.0,3.0,2351,2323.0,-28.0,0,0,,,,,,
2015,7,10,5,OO,2954,N885AS,TUS,PHX,1330,1357.0,27.0,20.0,1417.0,46.0,53.0,26.0,110,1443.0,7.0,1416,1450.0,34.0,0,0,,7.0,0.0,0.0,27.0,0.0
2015,12,23,3,AA,2064,N151UW,CLT,LGA,1150,1413.0,143.0,13.0,1426.0,114.0,92.0,72.0,544,1538.0,7.0,1344,1545.0,121.0,0,0,,121.0,0.0,0.0,0.0,0.0
2015,1,17,6,DL,2249,N993DL,ATL,IAH,2202,2200.0,-2.0,15.0,2215.0,139.0,131.0,108.0,689,2303.0,8.0,2321,2311.0,-10.0,0,0,,,,,,
2015,6,23,2,WN,826,N281WN,SLC,DEN,1345,1349.0,4.0,12.0,1401.0,85.0,75.0,55.0,391,1456.0,8.0,1510,1504.0,-6.0,0,0,,,,,,
2015,11,9,1,OO,2892,N702BR,LAX,SLC,850,848.0,-2.0,20.0,908.0,115.0,104.0,80.0,590,1128.0,4.0,1145,1132.0,-13.0,0,0,,,,,,
2015,6,11,4,UA,1107,N68880,EWR,RSW,2055,2057.0,2.0,26.0,2123.0,184.0,165.0,134.0,1068,2337.0,5.0,2359,2342.0,-17.0,0,0,,,,,,
2015,12,3,4,WN,1027,N643SW,MKE,MCI,755,752.0,-3.0,7.0,759.0,100.0,76.0,66.0,436,905.0,3.0,935,908.0,-27.0,0,0,,,,,,
2015,8,17,1,OO,5196,N134SY,PDX,SFO,958,955.0,-3.0,9.0,1004.0,115.0,100.0,85.0,550,1129.0,6.0,1153,1135.0,-18.0,0,0,,,,,,
2015,12,23,3,AS,3,N531AS,DCA,SEA,1835,1927.0,52.0,16.0,1943.0,370.0,354.0,316.0,2329,2159.0,22.0,2145,2221.0,36.0,0,0,,0.0,0.0,0.0,36.0,0.0
2015,8,5,3,WN,3044,N356SW,LAX,OAK,1130,,,,,70.0,,,337,,,1240,,,0,1,A,,,,,
2015,2,22,7,WN,117,N8606C,LAS,AUS,1050,1053.0,3.0,9.0,1102.0,155.0,143.0,130.0,1090,1512.0,4.0,1525,1516.0,-9.0,0,0,,,,,,
2015,1,9,5,AA,367,N3LKAA,LGA,ORD,2055,2110.0,15.0,16.0,2126.0,160.0,139.0,116.0,733,2222.0,7.0,2235,2229.0,-6.0,0,0,,,,,,
2015,7,5,7,AA,1477,N3ALAA,RSW,ORD,1341,1338.0,-3.0,8.0,1346.0,188.0,168.0,149.0,1120,1515.0,11.0,1549,1526.0,-23.0,0,0,,,,,,
2015,1,25,7,DL,1543,N352NW,ATL,ALB,950,947.0,-3.0,40.0,1027.0,130.0,147.0,105.0,853,1212.0,2.0,1200,1214.0,14.0,0,0,,,,,,
2015,6,23,2,AA,1581,N3HPAA,DFW,BDL,1205,1239.0,34.0,21.0,1300.0,218.0,210.0,180.0,1471,1700.0,9.0,1643,1709.0,26.0,0,0,,0.0,0.0,26.0,0.0,0.0
2015,3,27,5,DL,1905,N594NW,DTW,MCO,1446,1452.0,6.0,11.0,1503.0,149.0,171.0,144.0,957,1727.0,16.0,1715,1743.0,28.0,0,0,,22.0,0.0,6.0,0.0,0.0
2015,4,7,2,WN,1200,N605SW,SEA,PHX,2110,2102.0,-8.0,8.0,2110.0,165.0,156.0,144.0,1107,2334.0,4.0,2355,2338.0,-17.0,0,0,,,,,,
2015,11,15,7,WN,3130,N763SW,ATL,MSP,2245,2245.0,0.0,8.0,2253.0,165.0,148.0,134.0,907,7.0,6.0,30,13.0,-17.0,0,0,,,,,,
2015,11,23,1,DL,138,N125DL,MCO,DTW,1627,1628.0,1.0,14.0,1642.0,158.0,166.0,141.0,957,1903.0,11.0,1905,1914.0,9.0,0,0,,,,,,
2015,1,11,7,DL,1804,N587NW,DTW,FLL,900,901.0,1.0,16.0,917.0,207.0,172.0,153.0,1127,1150.0,3.0,1227,1153.0,-34.0,0,0,,,,,,
2015,6,27,6,AA,1497,N3BYAA,MIA,DFW,1400,1522.0,82.0,20.0,1542.0,186.0,173.0,144.0,1121,1706.0,9.0,1606,1715.0,69.0,0,0,,0.0,0.0,0.0,0.0,69.0
2015,4,28,2,WN,3220,N758SW,MSY,HOU,545,547.0,2.0,5.0,552.0,75.0,70.0,57.0,302,649.0,8.0,700,657.0,-3.0,0,0,,,,,,
2015,3,9,1,DL,1465,N342NB,BOS,DTW,1427,1418.0,-9.0,18.0,1436.0,128.0,128.0,104.0,632,1620.0,6.0,1635,1626.0,-9.0,0,0,,,,,,
2015,3,31,2,US,1897,N913US,LAS,CLT,1410,1410.0,0.0,16.0,1426.0,255.0,253.0,226.0,1916,2112.0,11.0,2125,2123.0,-2.0,0,0,,,,,,
2015,7,14,2,OO,4510,N8932C,MKE,DTW,711,703.0,-8.0,15.0,718.0,74.0,67.0,44.0,237,902.0,8.0,925,910.0,-15.0,0,0,,,,,,
2015,5,27,3,AS,443,N549AS,LAX,SEA,1100,1052.0,-8.0,20.0,1112.0,157.0,164.0,136.0,954,1328.0,8.0,1337,1336.0,-1.0,0,0,,,,,,
2015,3,10,2,WN,1983,N234WN,BWI,CMH,1840,1845.0,5.0,12.0,1857.0,80.0,81.0,65.0,337,2002.0,4.0,2000,2006.0,6.0,0,0,,,,,,
2015,10,23,5,B6,865,N517JB,10721,14635,1935,1954.0,19.0,18.0,2012.0,213.0,193.0,169.0,1249,2301.0,6.0,2308,2307.0,-1.0,0,0,,,,,,
2015,8,9,7,MQ,3301,N542MQ,ORD,GRR,2150,2242.0,52.0,18.0,2300.0,57.0,47.0,24.0,137,24.0,5.0,2347,29.0,42.0,0,0,,0.0,0.0,0.0,42.0,0.0
2015,2,18,3,UA,260,N475UA,IAH,MSY,900,859.0,-1.0,15.0,914.0,72.0,63.0,43.0,305,957.0,5.0,1012,1002.0,-10.0,0,0,,,,,,
2015,12,23,3,OO,2995,N868CA,BFL,PHX,1910,2047.0,97.0,9.0,2056.0,92.0,73.0,57.0,425,2253.0,7.0,2142,2300.0,78.0,0,0,,0.0,0.0,0.0,78.0,0.0
2015,5,30,6,EV,4221,N14562,IAH,PNS,1000,1001.0,1.0,10.0,1011.0,95.0,82.0,68.0,489,1119.0,4.0,1135,1123.0,-12.0,0,0,,,,,,
2015,2,24,2,DL,1798,N933AT,EWR,ATL,1300,1326.0,26.0,19.0,1345.0,160.0,138.0,108.0,746,1533.0,11.0,1540,1544.0,4.0,0,0,,,,,,
2015,4,24,5,US,1732,N825AW,CLT,DCA,735,733.0,-2.0,33.0,806.0,78.0,95.0,55.0,331,901.0,7.0,853,908.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
2015,12,9,3,WN,1212,N447WN,DCA,MCO,1600,1600.0,0.0,27.0,1627.0,150.0,146.0,114.0,759,1821.0,5.0,1830,1826.0,-4.0,0,0,,,,,,
2015,5,16,6,UA,1739,N73275,ORD,TPA,615,620.0,5.0,27.0,647.0,160.0,159.0,127.0,1012,954.0,5.0,955,959.0,4.0,0,0,,,,,,
2015,10,2,5,EV,2661,N905EV,10781,11298,1248,1239.0,-9.0,8.0,1247.0,95.0,83.0,63.0,383,1350.0,12.0,1423,1402.0,-21.0,0,0,,,,,,
2015,1,26,1,EV,5331,N861AS,ATL,CAE,1515,1514.0,-1.0,17.0,1531.0,57.0,57.0,36.0,192,1607.0,4.0,1612,1611.0,-1.0,0,0,,,,,,
2015,10,15,4,WN,364,N482WN,10821,13342,715,712.0,-3.0,22.0,734.0,125.0,127.0,100.0,641,814.0,5.0,820,819.0,-1.0,0,0,,,,,,
2015,8,25,2,AA,16,N791AA,SFO,JFK,1235,1238.0,3.0,16.0,1254.0,353.0,325.0,304.0,2586,2058.0,5.0,2128,2103.0,-25.0,0,0,,,,,,
2015,12,14,1,OO,4687,N447SW,SBN,DTW,1740,1935.0,115.0,16.0,1951.0,66.0,57.0,33.0,157,2024.0,8.0,1846,2032.0,106.0,0,0,,0.0,0.0,106.0,0.0,0.0
2015,3,20,5,AA,1212,N010AA,SDF,DFW,1509,1521.0,12.0,14.0,1535.0,141.0,142.0,117.0,733,1632.0,11.0,1630,1643.0,13.0,0,0,,,,,,
2015,5,14,4,UA,1762,N68801,IAH,RSW,1915,1938.0,23.0,35.0,2013.0,129.0,148.0,107.0,861,2300.0,6.0,2224,2306.0,42.0,0,0,,19.0,0.0,23.0,0.0,0.0
2015,9,5,6,WN,5688,N8301J,MDW,LAS,1325,1334.0,9.0,7.0,1341.0,235.0,218.0,205.0,1521,1506.0,6.0,1520,1512.0,-8.0,0,0,,,,,,
2015,1,10,6,DL,2363,N951DN,ATL,MCI,2204,2213.0,9.0,9.0,2222.0,136.0,119.0,105.0,692,2307.0,5.0,2320,2312.0,-8.0,0,0,,,,,,
2015,7,20,1,WN,709,N601WN,DEN,AUS,735,730.0,-5.0,10.0,740.0,120.0,119.0,106.0,775,1026.0,3.0,1035,1029.0,-6.0,0,0,,,,,,
2015,6,1,1,UA,1915,N77530,ORD,SMF,1930,2219.0,169.0,15.0,2234.0,271.0,268.0,246.0,1781,40.0,7.0,2201,47.0,166.0,0,0,,0.0,0.0,28.0,138.0,0.0
2015,10,25,7,AA,1583,N3GJAA,10721,11298,500,453.0,-7.0,18.0,511.0,260.0,266.0,239.0,1562,810.0,9.0,820,819.0,-1.0,0,0,,,,,,
2015,2,11,3,US,1918,N952UW,BOS,PHL,1930,1941.0,11.0,14.0,1955.0,91.0,81.0,62.0,280,2057.0,5.0,2101,2102.0,1.0,0,0,,,,,,
2015,5,25,1,DL,1566,N956DL,LGA,PBI,1846,1901.0,15.0,17.0,1918.0,183.0,167.0,145.0,1035,2143.0,5.0,2149,2148.0,-1.0,0,0,,,,,,
2015,7,19,7,OO,4784,N8933B,DTW,CIU,2002,1959.0,-3.0,21.0,2020.0,76.0,72.0,49.0,284,2109.0,2.0,2118,2111.0,-7.0,0,0,,,,,,
2015,4,14,2,MQ,3108,N674MQ,DFW,TYR,2200,2201.0,1.0,18.0,2219.0,49.0,49.0,23.0,102,2242.0,8.0,2249,2250.0,1.0,0,0,,,,,,
2015,10,19,1,DL,2579,N977DL,15412,10397,830,836.0,6.0,7.0,843.0,65.0,51.0,34.0,152,917.0,10.0,935,927.0,-8.0,0,0,,,,,,
2015,5,4,1,DL,1424,N987AT,IAD,MSP,1300,1259.0,-1.0,9.0,1308.0,153.0,141.0,127.0,908,1415.0,5.0,1433,1420.0,-13.0,0,0,,,,,,
2015,8,24,1,DL,2799,N979AT,XNA,ATL,1224,1222.0,-2.0,9.0,1231.0,110.0,92.0,78.0,589,1449.0,5.0,1514,1454.0,-20.0,0,0,,,,,,
2015,12,8,2,EV,4424,N14558,ORD,CVG,914,907.0,-7.0,30.0,937.0,68.0,77.0,42.0,264,1119.0,5.0,1122,1124.0,2.0,0,0,,,,,,
2015,1,13,2,DL,1386,N911DL,ATL,LGA,1145,1144.0,-1.0,28.0,1212.0,131.0,139.0,97.0,762,1349.0,14.0,1356,1403.0,7.0,0,0,,,,,,
2015,9,2,3,OO,5632,N913SW,SBA,SFO,605,555.0,-10.0,16.0,611.0,70.0,64.0,43.0,262,654.0,5.0,715,659.0,-16.0,0,0,,,,,,
2015,9,22,2,DL,1125,N342NB,CRW,ATL,700,659.0,-1.0,17.0,716.0,90.0,90.0,63.0,363,819.0,10.0,830,829.0,-1.0,0,0,,,,,,
2015,5,31,7,DL,1282,N921DN,DTW,MIA,745,741.0,-4.0,12.0,753.0,180.0,174.0,154.0,1145,1027.0,8.0,1045,1035.0,-10.0,0,0,,,,,,
2015,6,7,7,UA,1698,N35204,DEN,CLE,1419,1510.0,51.0,10.0,1520.0,175.0,154.0,139.0,1201,1939.0,5.0,1914,1944.0,30.0,0,0,,0.0,0.0,1.0,29.0,0.0
2015,10,30,5,DL,856,N938AT,10792,12953,620,618.0,-2.0,14.0,632.0,88.0,73.0,51.0,292,723.0,8.0,748,731.0,-17.0,0,0,,,,,,
